,Attrition,Gender,OverTime,MaritalStatus,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,BusinessTravel,Education,EducationField,JobLevel,JobRole,Department,StockOptionLevel
510,0,Male,No,Married,3,Medium,3,4,High,High,0,4,Medical,3,Human Resources,Human Resources,1
511,0,Male,Yes,Divorced,2,Medium,3,3,Medium,High,0,2,Medical,2,Manufacturing Director,Research & Development,1
512,0,Male,No,Single,1,Very High,4,3,Medium,High,0,4,Medical,1,Research Scientist,Research & Development,0
513,1,Male,Yes,Single,4,High,4,3,High,High,0,1,Medical,1,Research Scientist,Research & Development,0
514,1,Male,Yes,Single,1,Low,1,3,High,High,1,3,Life Sciences,1,Research Scientist,Research & Development,0
515,0,Male,No,Married,3,High,3,3,Medium,High,Non-Travel,3,Life Sciences,1,Laboratory Technician,Research & Development,2
516,0,Male,No,Married,1,Low,1,4,Very High,High,0,3,Medical,1,Research Scientist,Research & Development,1
517,0,Male,No,Married,4,Medium,3,3,Very High,Very High,0,3,Life Sciences,2,Sales Executive,Sales,1
518,0,Female,No,Single,4,Very High,1,3,Medium,Very High,0,4,Marketing,2,Sales Executive,Sales,0
519,0,Male,No,Divorced,2,Very High,4,3,Low,High,1,4,Life Sciences,1,Research Scientist,Research & Development,1
520,0,Male,No,Married,2,Medium,4,3,Very High,High,0,1,Marketing,2,Sales Executive,Sales,0
521,0,Female,Yes,Divorced,4,Very High,2,3,Very High,Very High,1,1,Medical,2,Sales Executive,Sales,2
522,0,Male,No,Single,4,Very High,1,3,Very High,High,0,2,Life Sciences,1,Research Scientist,Research & Development,0
523,0,Male,Yes,Married,4,High,3,3,Very High,High,0,1,Medical,1,Laboratory Technician,Research & Development,3
524,0,Female,No,Single,4,Medium,2,4,Medium,High,0,3,Medical,3,Healthcare Representative,Research & Development,0
525,1,Female,No,Single,1,High,1,3,High,High,0,2,Life Sciences,2,Sales Executive,Sales,0
526,0,Female,No,Single,4,High,1,3,Medium,High,0,4,Technical Degree,2,Healthcare Representative,Research & Development,0
527,0,Male,No,Single,4,Very High,4,2,High,High,0,3,Marketing,2,Sales Executive,Sales,0
528,1,Male,Yes,Married,2,High,1,3,High,High,1,2,Technical Degree,2,Sales Executive,Sales,1
529,0,Female,No,Single,2,Very High,3,2,Very High,High,0,4,Life Sciences,2,Healthcare Representative,Research & Development,0
530,0,Female,No,Married,3,Low,4,3,High,High,0,2,Life Sciences,3,Manufacturing Director,Research & Development,0
531,0,Female,No,Single,3,Very High,4,3,High,High,0,2,Life Sciences,3,Research Director,Research & Development,0
532,0,Male,No,Single,4,Low,4,3,High,High,0,4,Marketing,2,Sales Executive,Sales,0
533,0,Male,Yes,Married,4,Low,3,3,Medium,Very High,1,4,Life Sciences,3,Sales Executive,Sales,1
534,0,Male,No,Married,3,High,3,3,Very High,High,0,3,Life Sciences,4,Research Director,Research & Development,0
535,0,Male,No,Divorced,2,Very High,2,2,Medium,High,0,4,Human Resources,5,Manager,Human Resources,3
536,0,Male,No,Single,1,Low,4,3,High,High,0,4,Marketing,2,Sales Executive,Sales,0
537,0,Male,No,Divorced,4,Low,3,2,High,Very High,1,2,Life Sciences,3,Manufacturing Director,Research & Development,2
538,0,Male,No,Married,4,High,2,3,Medium,High,0,3,Human Resources,5,Manager,Human Resources,1
539,0,Male,No,Married,4,Medium,4,3,High,High,0,4,Marketing,1,Sales Representative,Sales,1
540,1,Female,Yes,Single,1,Medium,4,3,Low,High,0,2,Life Sciences,1,Research Scientist,Research & Development,0
541,0,Female,No,Married,1,Low,1,3,Very High,High,Non-Travel,3,Life Sciences,3,Research Director,Research & Development,1
542,0,Female,Yes,Single,3,High,4,4,High,High,0,3,Life Sciences,3,Manufacturing Director,Research & Development,0
543,0,Male,No,Single,1,High,3,3,Low,High,Non-Travel,3,Medical,1,Laboratory Technician,Research & Development,0
544,0,Female,Yes,Divorced,4,High,4,2,High,High,1,3,Medical,4,Sales Executive,Sales,2
545,0,Male,No,Divorced,3,Very High,4,2,High,Very High,0,5,Marketing,2,Sales Executive,Sales,1
546,0,Male,No,Single,3,High,3,3,High,High,0,3,Life Sciences,1,Sales Representative,Sales,0
547,1,Male,Yes,Divorced,3,High,4,3,Very High,High,1,3,Medical,1,Research Scientist,Research & Development,0
548,0,Male,No,Married,4,Very High,3,3,Medium,High,1,3,Life Sciences,2,Sales Executive,Sales,1
549,0,Female,No,Single,2,High,4,3,High,High,0,2,Medical,2,Healthcare Representative,Research & Development,0
550,0,Male,No,Married,2,Low,4,4,High,High,0,1,Medical,1,Laboratory Technician,Research & Development,1
551,0,Female,No,Married,3,Medium,3,1,Very High,High,0,3,Human Resources,2,Human Resources,Human Resources,1
552,0,Male,No,Married,3,Very High,3,2,High,High,0,3,Medical,4,Healthcare Representative,Research & Development,0
553,0,Female,Yes,Single,4,Very High,4,2,Medium,Very High,0,1,Medical,1,Research Scientist,Research & Development,0
554,0,Female,No,Single,4,Low,1,1,Medium,High,0,3,Medical,2,Healthcare Representative,Research & Development,0
555,0,Male,No,Divorced,4,Medium,4,3,High,High,0,3,Marketing,1,Sales Representative,Sales,2
556,0,Male,No,Single,4,Very High,4,3,High,High,0,3,Life Sciences,2,Laboratory Technician,Research & Development,0
557,0,Female,No,Divorced,4,Low,1,4,High,High,Non-Travel,4,Life Sciences,2,Healthcare Representative,Research & Development,1
558,0,Male,No,Married,1,Very High,4,3,High,High,1,4,Life Sciences,2,Laboratory Technician,Research & Development,2
559,0,Male,Yes,Married,4,High,2,1,High,High,0,5,Medical,1,Research Scientist,Research & Development,1
560,0,Female,No,Divorced,2,Low,3,3,High,High,0,5,Life Sciences,2,Manufacturing Director,Research & Development,1
561,0,Male,No,Married,3,Low,1,4,Medium,High,0,4,Marketing,4,Manager,Sales,0
562,1,Male,Yes,Single,4,Very High,3,2,High,High,0,4,Other,1,Research Scientist,Research & Development,0
563,0,Female,No,Single,3,Very High,2,2,High,Very High,0,1,Medical,2,Sales Executive,Sales,0
564,0,Male,No,Single,2,High,1,3,Low,High,0,2,Technical Degree,2,Sales Representative,Sales,0
565,0,Male,No,Single,1,High,4,3,Very High,High,0,1,Medical,1,Research Scientist,Research & Development,0
566,1,Female,Yes,Single,2,High,4,3,Very High,High,1,2,Life Sciences,2,Sales Executive,Sales,0
567,0,Male,No,Single,4,Very High,3,3,High,Very High,0,3,Other,2,Sales Executive,Sales,0
568,1,Male,Yes,Married,4,Low,4,3,High,High,0,3,Medical,5,Manager,Research & Development,1
569,0,Male,No,Single,1,Low,2,3,Medium,High,Non-Travel,4,Life Sciences,3,Sales Executive,Sales,0
570,0,Male,No,Married,4,Very High,1,3,High,High,Non-Travel,4,Medical,1,Research Scientist,Research & Development,1
571,0,Female,No,Divorced,1,Very High,1,3,Low,High,1,2,Life Sciences,1,Laboratory Technician,Research & Development,1
572,0,Female,No,Married,2,High,1,2,High,High,0,3,Medical,2,Healthcare Representative,Research & Development,1
573,1,Male,No,Single,4,Low,3,2,Medium,High,0,3,Technical Degree,2,Sales Executive,Sales,0
574,0,Female,No,Single,2,Very High,3,3,Very High,High,0,4,Life Sciences,1,Research Scientist,Research & Development,0
575,0,Female,Yes,Divorced,4,Low,2,3,High,High,0,4,Medical,2,Manufacturing Director,Research & Development,2
576,0,Male,No,Married,3,Very High,2,3,High,High,1,1,Marketing,2,Sales Executive,Sales,1
577,0,Female,Yes,Divorced,4,Low,2,2,High,High,0,1,Life Sciences,1,Research Scientist,Research & Development,2
578,0,Female,Yes,Single,1,Low,4,3,Very High,High,1,4,Life Sciences,2,Manufacturing Director,Research & Development,0
579,0,Female,No,Single,3,Low,3,3,Medium,High,0,4,Medical,1,Research Scientist,Research & Development,0
580,0,Female,No,Married,1,Very High,2,2,High,High,0,4,Life Sciences,1,Sales Representative,Sales,1
581,0,Male,No,Married,4,High,3,3,Low,Very High,0,3,Life Sciences,1,Laboratory Technician,Research & Development,2
582,0,Female,No,Married,3,Medium,4,3,Very High,Very High,1,2,Medical,2,Healthcare Representative,Research & Development,1
583,0,Female,No,Married,3,Low,2,3,High,High,0,2,Life Sciences,2,Sales Executive,Sales,1
584,0,Male,No,Divorced,2,Very High,2,2,High,High,1,3,Life Sciences,5,Manager,Research & Development,1
585,1,Male,Yes,Married,3,Low,3,3,Very High,Very High,0,3,Life Sciences,1,Laboratory Technician,Research & Development,2
586,0,Male,No,Divorced,3,Medium,3,3,Medium,High,Non-Travel,3,Life Sciences,1,Laboratory Technician,Research & Development,3
587,0,Female,No,Married,4,High,2,3,High,Very High,0,4,Life Sciences,2,Laboratory Technician,Research & Development,1
588,0,Male,No,Married,3,High,4,3,High,High,0,3,Medical,4,Research Director,Research & Development,0
589,1,Female,Yes,Married,2,Low,4,3,Medium,High,0,2,Life Sciences,1,Laboratory Technician,Research & Development,1
590,0,Male,No,Married,3,High,4,4,High,High,0,3,Medical,3,Research Director,Research & Development,0
591,1,Female,No,Single,1,Low,3,3,High,High,0,3,Marketing,2,Sales Executive,Sales,0
592,0,Female,Yes,Married,3,Very High,3,2,High,High,0,2,Other,4,Manager,Research & Development,1
593,0,Female,No,Married,3,Medium,1,3,High,High,0,3,Other,2,Manufacturing Director,Research & Development,1
594,0,Male,No,Married,3,High,3,3,Very High,Very High,0,2,Life Sciences,1,Research Scientist,Research & Development,1
595,1,Male,Yes,Single,4,Medium,4,3,High,High,0,4,Life Sciences,5,Research Director,Research & Development,0
596,0,Female,No,Single,4,High,3,3,Very High,High,0,4,Life Sciences,1,Research Scientist,Research & Development,0
597,0,Female,Yes,Married,4,Very High,4,3,Medium,High,0,2,Life Sciences,2,Manufacturing Director,Research & Development,1
598,1,Male,No,Single,3,High,4,2,High,High,0,4,Medical,1,Research Scientist,Research & Development,0
599,0,Male,No,Married,3,Medium,2,3,High,High,0,3,Human Resources,1,Human Resources,Human Resources,1
600,0,Female,No,Married,3,High,3,3,Medium,High,0,3,Life Sciences,2,Manufacturing Director,Research & Development,1
601,0,Male,No,Single,1,High,4,3,Medium,High,1,4,Medical,2,Laboratory Technician,Research & Development,0
602,0,Female,Yes,Single,3,Very High,2,2,Medium,Very High,0,3,Medical,2,Manufacturing Director,Research & Development,0
603,0,Female,No,Single,2,High,4,3,Medium,High,0,3,Life Sciences,1,Research Scientist,Research & Development,0
604,0,Male,No,Married,2,Medium,4,2,High,High,0,3,Life Sciences,2,Manufacturing Director,Research & Development,1
605,0,Male,No,Divorced,1,Low,3,2,Medium,High,1,3,Life Sciences,2,Healthcare Representative,Research & Development,1
606,0,Female,No,Single,3,Very High,3,3,Medium,High,1,4,Life Sciences,1,Research Scientist,Research & Development,0
607,1,Female,No,Married,3,Very High,1,4,High,High,0,3,Marketing,3,Sales Executive,Sales,2
608,1,Male,No,Single,3,Very High,3,2,High,High,0,1,Medical,2,Sales Executive,Sales,0
609,0,Male,No,Married,2,Low,3,3,High,Very High,0,2,Life Sciences,4,Research Director,Research & Development,1
610,0,Male,Yes,Divorced,3,Very High,2,3,Medium,High,0,1,Technical Degree,3,Research Director,Research & Development,1
611,0,Male,No,Single,3,High,2,4,High,Very High,0,3,Other,3,Manufacturing Director,Research & Development,0
612,0,Female,Yes,Married,2,Medium,1,3,High,Very High,0,4,Marketing,2,Sales Executive,Sales,0
613,0,Male,No,Married,3,Very High,3,1,High,High,0,2,Human Resources,1,Human Resources,Human Resources,1
614,1,Female,Yes,Married,3,High,1,3,Medium,High,1,2,Medical,1,Research Scientist,Research & Development,1
615,0,Male,No,Married,4,Very High,3,2,High,High,Non-Travel,3,Medical,1,Research Scientist,Research & Development,3
616,0,Female,No,Married,1,High,3,2,High,High,0,4,Marketing,4,Manager,Sales,1
617,0,Male,No,Single,4,Medium,4,2,High,High,0,3,Medical,2,Healthcare Representative,Research & Development,0
618,0,Male,No,Single,1,Low,3,2,Very High,High,0,1,Medical,1,Research Scientist,Research & Development,0
619,0,Male,No,Divorced,1,Low,1,3,Very High,Very High,0,3,Medical,2,Sales Executive,Sales,1
620,0,Female,No,Single,3,Low,4,2,Medium,High,0,1,Medical,1,Research Scientist,Research & Development,0
621,0,Male,Yes,Married,2,Very High,4,2,High,High,0,2,Life Sciences,2,Sales Executive,Sales,1
622,0,Male,No,Divorced,2,Very High,3,2,High,High,0,4,Life Sciences,2,Sales Executive,Sales,1
623,0,Male,No,Divorced,2,Very High,2,2,Medium,High,1,4,Life Sciences,1,Research Scientist,Research & Development,1
624,0,Female,Yes,Married,1,Very High,4,3,Medium,High,0,2,Marketing,3,Sales Executive,Sales,1
625,0,Male,Yes,Divorced,4,Low,3,3,High,High,0,3,Marketing,3,Sales Executive,Sales,1
626,0,Female,No,Married,3,High,3,2,Very High,High,0,2,Medical,2,Research Scientist,Research & Development,1
627,0,Female,No,Married,3,Very High,3,3,Medium,Very High,1,4,Medical,4,Manufacturing Director,Research & Development,0
628,0,Male,No,Divorced,4,High,4,3,Medium,High,0,4,Marketing,2,Sales Executive,Sales,2
629,0,Male,No,Divorced,2,Very High,4,3,Medium,High,0,2,Medical,1,Human Resources,Human Resources,1
630,0,Male,No,Married,4,Very High,1,1,Medium,Very High,0,2,Life Sciences,2,Manufacturing Director,Research & Development,2
631,0,Male,Yes,Married,1,Very High,3,2,Very High,Very High,0,4,Life Sciences,1,Laboratory Technician,Research & Development,1
632,0,Male,Yes,Single,2,Very High,4,3,High,High,1,1,Medical,1,Research Scientist,Research & Development,0
633,0,Male,No,Married,1,Low,3,3,Medium,Very High,0,3,Life Sciences,1,Human Resources,Human Resources,0
634,0,Male,Yes,Married,3,Low,4,3,High,High,0,1,Other,2,Sales Executive,Sales,0
635,0,Female,Yes,Married,4,High,2,3,Medium,Very High,0,3,Life Sciences,3,Manufacturing Director,Research & Development,1
636,1,Female,Yes,Divorced,4,Medium,1,2,High,High,1,4,Life Sciences,1,Research Scientist,Research & Development,1
637,0,Male,No,Divorced,4,Very High,2,3,High,High,Non-Travel,3,Life Sciences,1,Laboratory Technician,Research & Development,1
638,0,Male,No,Married,3,Low,1,4,Medium,High,0,1,Marketing,2,Sales Executive,Sales,0
639,0,Female,No,Married,3,Low,2,3,High,High,0,3,Technical Degree,1,Research Scientist,Research & Development,1
640,0,Male,No,Married,1,Very High,4,2,Medium,High,Non-Travel,1,Life Sciences,1,Laboratory Technician,Research & Development,0
641,0,Male,No,Married,2,Medium,4,3,High,High,1,2,Life Sciences,2,Sales Executive,Sales,1
642,0,Male,No,Married,2,Medium,4,3,Medium,High,0,3,Marketing,1,Sales Representative,Sales,1
643,0,Female,Yes,Married,3,Very High,2,2,Very High,High,0,3,Life Sciences,2,Laboratory Technician,Research & Development,1
644,0,Male,Yes,Married,4,Very High,2,3,High,High,0,4,Life Sciences,1,Research Scientist,Research & Development,1
645,1,Female,Yes,Divorced,2,High,3,3,Medium,High,0,3,Medical,1,Sales Representative,Sales,3
646,0,Male,No,Married,1,Very High,3,3,High,High,0,3,Marketing,4,Sales Executive,Sales,1
647,0,Male,No,Married,4,Medium,1,3,Medium,High,0,3,Technical Degree,3,Manufacturing Director,Research & Development,0
648,0,Female,No,Married,3,Very High,2,3,High,High,1,2,Medical,1,Sales Representative,Sales,1
649,0,Female,No,Single,4,Very High,3,3,High,High,0,4,Life Sciences,4,Research Director,Research & Development,0
650,0,Female,No,Married,4,Very High,2,2,High,High,1,3,Life Sciences,2,Healthcare Representative,Research & Development,1
651,0,Female,Yes,Married,3,Very High,1,3,High,Very High,0,2,Marketing,2,Sales Executive,Sales,1
652,0,Male,Yes,Single,1,Medium,4,3,High,High,Non-Travel,2,Medical,3,Sales Executive,Sales,0
653,0,Male,No,Divorced,1,Low,4,3,High,High,Non-Travel,4,Life Sciences,4,Manager,Research & Development,1
654,0,Female,No,Married,4,Very High,3,3,Medium,High,0,3,Life Sciences,2,Human Resources,Human Resources,2
655,0,Male,Yes,Divorced,4,Medium,3,4,High,High,0,2,Human Resources,1,Human Resources,Human Resources,1
656,1,Male,Yes,Single,1,Very High,3,1,High,Very High,0,4,Life Sciences,1,Laboratory Technician,Research & Development,0
657,0,Female,No,Divorced,1,Very High,3,3,Medium,High,0,1,Medical,1,Laboratory Technician,Research & Development,3
658,0,Male,Yes,Married,2,Low,4,3,High,High,0,2,Life Sciences,1,Research Scientist,Research & Development,0
659,0,Male,No,Single,1,Very High,2,3,High,High,0,4,Medical,2,Sales Executive,Sales,0
660,1,Male,Yes,Divorced,4,Very High,4,2,Medium,High,1,1,Life Sciences,1,Laboratory Technician,Research & Development,1
661,0,Female,No,Divorced,1,Medium,3,4,High,Very High,0,3,Life Sciences,2,Manufacturing Director,Research & Development,1
662,1,Female,No,Single,3,High,4,2,Medium,High,0,3,Medical,1,Sales Representative,Sales,0
663,1,Female,No,Single,4,Very High,1,2,High,High,0,1,Other,1,Research Scientist,Research & Development,0
664,0,Male,Yes,Married,3,Very High,1,2,High,High,0,1,Life Sciences,2,Healthcare Representative,Research & Development,1
665,0,Female,Yes,Single,4,Very High,1,2,Medium,High,0,4,Life Sciences,1,Sales Representative,Sales,0
666,1,Female,Yes,Married,2,High,1,4,High,High,0,1,Life Sciences,2,Manufacturing Director,Research & Development,1
667,1,Female,Yes,Divorced,2,Very High,3,2,Low,High,0,4,Life Sciences,1,Laboratory Technician,Research & Development,1
668,0,Female,No,Divorced,3,High,2,3,High,High,0,3,Medical,1,Research Scientist,Research & Development,1
669,1,Male,Yes,Married,4,Low,4,1,High,Very High,0,3,Medical,1,Laboratory Technician,Research & Development,0
670,0,Female,No,Single,2,High,3,3,High,High,0,3,Life Sciences,1,Research Scientist,Research & Development,0
671,0,Male,No,Divorced,2,Medium,2,3,High,High,0,3,Life Sciences,1,Laboratory Technician,Research & Development,2
672,0,Female,No,Single,3,High,1,3,Medium,High,0,2,Medical,2,Sales Executive,Sales,0
673,0,Male,Yes,Single,3,Low,2,3,Medium,High,0,4,Other,1,Research Scientist,Research & Development,0
674,0,Female,Yes,Divorced,3,Medium,4,3,Medium,High,0,3,Technical Degree,3,Healthcare Representative,Research & Development,1
675,0,Male,No,Married,2,High,2,4,Medium,High,0,4,Life Sciences,1,Sales Representative,Sales,0
676,0,Female,Yes,Married,4,Very High,4,1,High,Very High,0,1,Life Sciences,2,Healthcare Representative,Research & Development,1
677,0,Female,No,Married,1,Medium,3,2,High,High,0,2,Other,3,Laboratory Technician,Research & Development,1
678,0,Male,No,Married,4,High,1,2,High,High,0,4,Medical,1,Research Scientist,Research & Development,2
679,0,Female,No,Married,4,High,4,2,High,High,Non-Travel,2,Marketing,2,Sales Executive,Sales,1
680,0,Male,No,Single,2,Very High,3,3,High,High,0,4,Other,1,Research Scientist,Research & Development,0
681,0,Female,No,Married,4,Low,2,3,High,High,0,3,Technical Degree,3,Research Director,Research & Development,1
682,0,Female,No,Married,3,Medium,3,3,Medium,Very High,Non-Travel,3,Life Sciences,1,Laboratory Technician,Research & Development,0
683,1,Male,Yes,Married,3,Medium,3,3,Medium,High,0,2,Marketing,1,Sales Representative,Sales,3
684,0,Male,No,Divorced,1,Medium,2,2,Medium,High,0,4,Marketing,3,Sales Executive,Sales,1
685,0,Male,No,Single,3,Low,2,3,Medium,High,1,3,Medical,2,Sales Executive,Sales,0
686,0,Male,Yes,Single,4,Low,3,3,High,High,0,3,Medical,1,Laboratory Technician,Research & Development,0
687,0,Male,No,Single,3,High,3,3,High,Very High,0,4,Medical,1,Laboratory Technician,Research & Development,0
688,1,Male,Yes,Single,4,Medium,2,4,Medium,High,0,3,Other,1,Sales Representative,Sales,0
689,1,Male,No,Single,1,Low,2,3,High,High,0,3,Technical Degree,1,Laboratory Technician,Research & Development,0
690,0,Female,Yes,Married,4,Very High,3,1,High,High,0,3,Medical,2,Healthcare Representative,Research & Development,2
691,0,Male,Yes,Divorced,4,Medium,4,3,High,High,1,4,Medical,1,Research Scientist,Research & Development,1
692,0,Female,No,Married,3,Low,3,4,High,High,0,4,Medical,2,Manufacturing Director,Research & Development,1
693,1,Male,Yes,Married,3,Very High,1,3,Medium,High,0,1,Life Sciences,3,Sales Executive,Sales,1
694,0,Female,No,Single,2,Very High,1,3,Medium,High,0,3,Life Sciences,2,Healthcare Representative,Research & Development,0
695,1,Male,No,Married,1,High,3,1,Medium,High,0,4,Life Sciences,3,Sales Executive,Sales,0
696,0,Male,No,Married,3,Medium,2,2,High,High,Non-Travel,2,Life Sciences,2,Laboratory Technician,Research & Development,0
697,0,Female,No,Married,3,Very High,2,3,High,High,1,3,Technical Degree,1,Sales Representative,Sales,1
698,0,Female,No,Married,3,High,2,3,High,High,0,3,Medical,2,Sales Executive,Sales,0
699,0,Male,No,Married,4,Very High,2,2,High,High,0,2,Life Sciences,4,Manager,Research & Development,1
700,1,Male,No,Single,4,High,1,3,High,Very High,0,3,Technical Degree,1,Research Scientist,Research & Development,0
701,0,Male,No,Divorced,3,High,3,4,High,High,0,2,Medical,4,Manager,Sales,1
702,0,Male,No,Divorced,3,High,1,4,High,High,0,2,Other,3,Sales Executive,Sales,1
703,0,Female,Yes,Single,3,Very High,2,3,High,High,Non-Travel,3,Technical Degree,2,Sales Executive,Sales,0
704,0,Male,No,Divorced,4,Very High,2,3,High,High,0,4,Life Sciences,3,Sales Executive,Sales,1
705,0,Male,No,Single,1,High,4,3,Very High,High,0,5,Life Sciences,3,Sales Executive,Sales,0
706,1,Female,Yes,Single,2,Medium,4,2,Very High,High,Non-Travel,3,Life Sciences,4,Sales Executive,Sales,0
707,0,Male,Yes,Divorced,3,High,3,4,Very High,High,1,4,Medical,2,Manufacturing Director,Research & Development,0
708,0,Male,No,Divorced,1,Very High,4,3,High,High,Non-Travel,4,Technical Degree,2,Sales Executive,Sales,2
709,1,Male,Yes,Single,3,Low,1,3,Medium,Very High,Non-Travel,2,Medical,1,Research Scientist,Research & Development,0
710,0,Male,No,Single,4,High,4,3,High,High,Non-Travel,3,Life Sciences,4,Manager,Sales,0
711,1,Female,Yes,Single,4,Low,3,3,Medium,Very High,0,3,Life Sciences,1,Research Scientist,Research & Development,0
712,0,Female,No,Single,2,Very High,1,3,High,High,0,1,Life Sciences,1,Research Scientist,Research & Development,0
713,0,Female,No,Divorced,4,Very High,4,3,High,High,0,4,Medical,1,Laboratory Technician,Research & Development,2
714,0,Male,No,Divorced,4,Very High,3,2,High,Very High,0,2,Medical,4,Research Director,Research & Development,1
715,0,Female,Yes,Married,3,Medium,1,3,Very High,High,1,4,Other,2,Healthcare Representative,Research & Development,1
716,0,Male,No,Divorced,1,High,2,4,High,High,1,3,Medical,5,Research Director,Research & Development,1
717,0,Female,No,Married,3,Medium,2,3,High,High,0,4,Technical Degree,1,Laboratory Technician,Research & Development,1
718,0,Male,Yes,Married,4,Low,3,3,High,High,Non-Travel,2,Life Sciences,2,Laboratory Technician,Research & Development,1
719,0,Female,Yes,Single,4,Very High,3,3,High,High,0,2,Life Sciences,2,Sales Executive,Sales,0
720,1,Female,Yes,Married,1,High,2,3,High,High,0,3,Life Sciences,1,Research Scientist,Research & Development,0
721,0,Male,Yes,Married,4,High,4,3,High,High,0,3,Life Sciences,4,Manufacturing Director,Research & Development,1
722,0,Male,No,Married,3,High,2,2,High,High,1,1,Medical,1,Research Scientist,Research & Development,1
723,0,Male,No,Divorced,4,High,2,3,High,High,0,2,Medical,3,Manufacturing Director,Research & Development,1
724,0,Female,No,Divorced,4,High,2,3,Medium,High,0,1,Medical,2,Manufacturing Director,Research & Development,2
725,1,Male,Yes,Divorced,3,Medium,4,1,Medium,Very High,0,4,Other,1,Laboratory Technician,Research & Development,1
726,0,Female,No,Married,3,Low,3,3,High,High,1,1,Life Sciences,2,Manufacturing Director,Research & Development,1
727,0,Male,No,Single,2,Very High,4,3,High,High,Non-Travel,2,Life Sciences,1,Research Scientist,Research & Development,0
728,0,Female,No,Married,3,High,3,3,High,High,0,3,Technical Degree,3,Manufacturing Director,Research & Development,1
729,0,Female,Yes,Divorced,3,High,3,2,High,High,0,4,Medical,3,Healthcare Representative,Research & Development,1
730,0,Female,Yes,Married,2,Low,3,2,Very High,High,0,2,Life Sciences,3,Research Director,Research & Development,3
731,1,Female,Yes,Single,4,Low,1,3,Medium,High,0,3,Medical,1,Research Scientist,Research & Development,0
732,1,Female,No,Single,2,Medium,1,3,High,High,1,3,Medical,1,Laboratory Technician,Research & Development,0
733,0,Male,No,Married,4,Very High,2,3,Very High,High,0,2,Medical,2,Manufacturing Director,Research & Development,0
734,0,Male,No,Married,2,Low,1,2,Low,High,0,1,Life Sciences,1,Laboratory Technician,Research & Development,1
735,0,Male,No,Single,1,High,4,3,Medium,High,0,3,Life Sciences,2,Healthcare Representative,Research & Development,0
736,0,Male,No,Single,3,High,2,3,Medium,High,0,4,Life Sciences,3,Healthcare Representative,Research & Development,0
737,0,Female,No,Single,4,High,2,3,High,High,0,2,Medical,2,Manufacturing Director,Research & Development,0
738,0,Female,No,Married,4,Very High,3,3,Medium,High,0,1,Life Sciences,4,Manufacturing Director,Research & Development,1
739,0,Female,No,Married,1,Very High,2,3,High,High,0,4,Life Sciences,2,Manufacturing Director,Research & Development,1
740,0,Male,No,Divorced,2,Very High,1,2,High,Very High,0,3,Other,1,Laboratory Technician,Research & Development,1
741,0,Male,No,Married,4,High,2,4,High,High,0,2,Marketing,5,Manager,Sales,0
742,0,Male,No,Married,1,Very High,2,3,High,High,0,3,Life Sciences,1,Laboratory Technician,Research & Development,0
743,0,Female,Yes,Single,3,Very High,1,3,Medium,High,0,3,Life Sciences,4,Manufacturing Director,Research & Development,0
744,1,Female,No,Married,1,Medium,1,1,Low,High,0,2,Medical,2,Healthcare Representative,Research & Development,0
745,0,Male,Yes,Married,3,Medium,4,3,High,High,1,4,Medical,2,Healthcare Representative,Research & Development,2
746,0,Female,No,Divorced,2,High,2,3,Low,Very High,Non-Travel,1,Life Sciences,5,Research Director,Research & Development,2
747,0,Male,Yes,Single,2,Very High,3,3,High,High,0,4,Life Sciences,2,Sales Executive,Sales,0
748,1,Male,No,Single,2,Low,4,3,Low,High,Non-Travel,2,Medical,2,Sales Executive,Sales,0
749,1,Female,No,Married,1,Very High,4,3,Low,High,0,1,Marketing,5,Manager,Sales,1
750,0,Female,Yes,Married,4,Very High,3,3,Very High,High,0,3,Medical,4,Sales Executive,Sales,1
751,0,Female,No,Married,4,High,1,3,High,High,Non-Travel,3,Life Sciences,2,Sales Executive,Sales,1
752,1,Female,No,Single,3,Low,3,3,Very High,High,0,4,Life Sciences,1,Laboratory Technician,Research & Development,0
753,0,Female,Yes,Single,4,Low,3,3,High,High,1,3,Medical,3,Manufacturing Director,Research & Development,0
754,0,Female,No,Single,2,Very High,4,2,Medium,High,Non-Travel,1,Life Sciences,1,Sales Representative,Sales,0
755,0,Female,No,Married,4,Very High,2,4,High,High,0,2,Life Sciences,4,Manager,Sales,1
756,0,Female,No,Single,4,High,2,3,High,High,Non-Travel,4,Medical,1,Laboratory Technician,Research & Development,0
757,0,Male,No,Divorced,2,Very High,4,2,Very High,High,0,4,Marketing,2,Sales Executive,Sales,1
758,0,Male,Yes,Married,2,Very High,3,1,High,High,0,2,Technical Degree,3,Manager,Sales,1
759,0,Male,No,Single,2,Medium,1,3,High,High,0,4,Medical,1,Human Resources,Human Resources,0
760,0,Female,No,Married,3,Medium,1,3,Medium,High,1,3,Marketing,3,Sales Executive,Sales,1
761,1,Male,No,Divorced,1,High,2,2,High,High,0,3,Other,2,Laboratory Technician,Research & Development,1
762,1,Male,Yes,Married,1,Low,2,3,High,High,1,3,Life Sciences,1,Research Scientist,Research & Development,1
763,0,Female,Yes,Married,3,High,4,3,High,High,0,4,Life Sciences,1,Sales Representative,Sales,1
764,0,Male,No,Married,4,Medium,2,3,High,Very High,0,1,Medical,1,Sales Representative,Sales,0
