,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
610,18,0,Non-Travel,287,Research & Development,5,College,Life Sciences,2,Male,73,High,1,Research Scientist,Very High,Single,1051,13493,1,No,15,High,4,0,0,2,3,0,0,0,0
611,54,0,0,1441,Research & Development,17,Bachelors,Technical Degree,3,Female,56,High,3,Manufacturing Director,High,Married,10739,13943,8,No,11,High,3,1,22,2,3,10,7,0,8
612,35,0,0,583,Research & Development,25,Masters,Medical,3,Female,57,High,3,Healthcare Representative,High,Divorced,10388,6975,1,Yes,11,High,3,1,16,3,2,16,10,10,1
613,30,0,0,153,Research & Development,8,College,Life Sciences,2,Female,73,Very High,3,Research Director,Low,Married,11416,17802,0,Yes,12,High,3,3,9,4,2,8,7,1,7
614,26,0,0,1066,Research & Development,2,College,Medical,4,Male,32,Very High,2,Manufacturing Director,Very High,Married,5472,3334,1,No,12,High,2,0,8,2,3,8,7,1,3
615,22,0,0,217,Research & Development,8,Below College,Life Sciences,2,Male,94,Low,1,Laboratory Technician,Low,Married,2451,6881,1,No,15,High,1,1,4,3,2,4,3,1,1
616,48,0,0,277,Research & Development,6,Bachelors,Life Sciences,1,Male,97,Medium,2,Healthcare Representative,High,Single,4240,13119,2,No,13,High,4,0,19,0,3,2,2,2,2
617,48,0,0,1355,Research & Development,4,Masters,Life Sciences,3,Male,78,Medium,3,Healthcare Representative,High,Single,10999,22245,7,No,14,High,2,0,27,3,3,15,11,4,8
618,41,0,0,549,Research & Development,7,College,Medical,4,Female,42,High,2,Manufacturing Director,High,Single,5003,23371,6,No,14,High,2,0,8,6,3,2,2,2,1
619,39,0,0,466,Research & Development,1,Below College,Life Sciences,4,Female,65,Medium,4,Manufacturing Director,Very High,Married,12742,7060,1,No,16,High,3,1,21,3,3,21,6,11,8
620,27,0,0,1055,Research & Development,2,Masters,Life Sciences,1,Female,47,High,2,Manufacturing Director,Very High,Married,4227,4658,0,No,18,High,2,1,4,2,3,3,2,2,2
621,35,0,0,802,Research & Development,10,Bachelors,Other,2,Male,45,High,1,Laboratory Technician,Very High,Divorced,3917,9541,1,No,20,Very High,1,1,3,4,2,3,2,1,2
622,42,0,0,265,Sales,5,College,Marketing,4,Male,90,High,5,Manager,High,Married,18303,7770,6,No,13,High,2,0,21,3,4,1,0,0,0
623,50,0,0,804,Research & Development,9,Bachelors,Life Sciences,1,Male,64,High,1,Laboratory Technician,Very High,Married,2380,20165,4,No,18,High,2,0,8,5,3,1,0,0,0
624,59,0,0,715,Research & Development,2,Bachelors,Life Sciences,3,Female,69,Medium,4,Manufacturing Director,Very High,Single,13726,21829,3,Yes,13,High,1,0,30,4,3,5,3,4,3
625,55,0,1,135,Research & Development,18,Masters,Medical,3,Male,62,High,2,Healthcare Representative,Medium,Married,6385,12992,3,Yes,14,High,4,2,17,3,3,8,7,6,7
626,41,0,Non-Travel,247,Research & Development,7,Below College,Life Sciences,2,Female,55,Low,5,Research Director,High,Divorced,19973,20284,1,No,22,Very High,2,2,21,3,3,21,16,5,10
627,38,0,0,1035,Sales,3,Masters,Life Sciences,2,Male,42,High,2,Sales Executive,Very High,Single,6861,4981,8,Yes,12,High,3,0,19,1,3,1,0,0,0
628,44,0,0,1448,Sales,28,Bachelors,Medical,4,Female,53,Very High,4,Sales Executive,Very High,Married,13320,11737,3,Yes,18,High,3,1,23,2,3,12,11,11,11
629,50,0,Non-Travel,145,Sales,1,Bachelors,Life Sciences,4,Female,95,High,2,Sales Executive,High,Married,6347,24920,0,No,12,High,1,1,19,3,3,18,7,0,13
630,39,0,1,945,Research & Development,22,Bachelors,Medical,4,Female,82,High,3,Manufacturing Director,Low,Single,10880,5083,1,Yes,13,High,3,0,21,2,3,21,6,2,8
631,33,0,Non-Travel,1038,Sales,8,Below College,Life Sciences,2,Female,88,Medium,1,Sales Representative,Very High,Single,2342,21437,0,No,19,High,4,0,3,2,2,2,2,2,2
632,45,0,0,1234,Sales,11,College,Life Sciences,4,Female,90,High,4,Manager,Very High,Married,17650,5404,3,No,13,High,2,1,26,4,4,9,3,1,1
633,32,0,Non-Travel,1109,Research & Development,29,Masters,Medical,4,Female,69,High,1,Laboratory Technician,High,Single,4025,11135,9,No,12,High,2,0,10,2,3,8,7,7,7
634,34,0,0,216,Sales,1,Masters,Marketing,2,Male,75,Very High,2,Sales Executive,Very High,Divorced,9725,12278,0,No,11,High,4,1,16,2,2,15,1,0,9
635,59,0,0,1089,Sales,1,College,Technical Degree,2,Male,66,High,3,Manager,Very High,Married,11904,11038,3,Yes,14,High,3,1,14,1,1,6,4,0,4
636,45,0,0,788,Human Resources,24,Masters,Medical,2,Male,36,High,1,Human Resources,Medium,Single,2177,8318,1,No,16,High,1,0,6,3,3,6,3,0,4
637,53,0,1,124,Sales,2,Bachelors,Marketing,3,Female,38,Medium,3,Sales Executive,Medium,Married,7525,23537,2,No,12,High,1,1,30,2,3,15,7,6,12
638,34,0,0,1333,Sales,10,Masters,Life Sciences,3,Female,87,High,1,Sales Representative,High,Married,2220,18410,1,Yes,19,High,4,1,1,2,3,1,1,0,0
639,28,0,0,1144,Sales,10,Below College,Medical,4,Male,74,High,1,Sales Representative,Medium,Married,1052,23384,1,No,22,Very High,2,0,1,5,3,1,0,0,0
640,38,0,1,1186,Research & Development,3,Masters,Other,3,Male,44,High,1,Research Scientist,High,Married,2821,2997,3,No,16,High,1,1,8,2,3,2,2,2,2
641,50,0,0,1464,Research & Development,2,Masters,Medical,2,Male,62,High,5,Research Director,High,Married,19237,12853,2,Yes,11,High,4,1,29,2,2,8,1,7,7
642,37,0,0,124,Research & Development,3,Bachelors,Other,4,Female,35,High,2,Healthcare Representative,Medium,Single,4107,13848,3,No,15,High,1,0,8,3,2,4,3,0,1
643,40,0,0,300,Sales,26,Bachelors,Marketing,3,Male,74,High,2,Sales Executive,Low,Married,8396,22217,1,No,14,High,2,1,8,3,2,7,7,7,5
644,26,0,1,921,Research & Development,1,Below College,Medical,1,Female,66,Medium,1,Research Scientist,High,Divorced,2007,25265,1,No,13,High,3,2,5,5,3,5,3,1,3
645,46,0,0,430,Research & Development,1,Masters,Medical,4,Male,40,High,5,Research Director,Very High,Divorced,19627,21445,9,No,17,High,4,2,23,0,3,2,2,2,2
646,54,0,0,1082,Sales,2,Masters,Life Sciences,3,Female,41,Medium,3,Sales Executive,High,Married,10686,8392,6,No,11,High,2,1,13,4,3,9,4,7,0
647,56,0,1,1240,Research & Development,9,Bachelors,Medical,1,Female,63,High,1,Research Scientist,High,Married,2942,12154,2,No,19,High,2,1,18,4,3,5,4,0,3
648,36,0,0,796,Research & Development,12,PhD,Medical,4,Female,51,Medium,3,Manufacturing Director,Very High,Single,8858,15669,0,No,11,High,2,0,15,2,2,14,8,7,8
649,55,0,Non-Travel,444,Research & Development,2,Below College,Medical,3,Male,40,Medium,4,Manager,Low,Single,16756,17323,7,No,15,High,2,0,31,3,4,9,7,6,2
650,43,0,0,415,Sales,25,Bachelors,Medical,3,Male,79,Medium,3,Sales Executive,Very High,Divorced,10798,5268,5,No,13,High,3,1,18,5,3,1,0,0,0
651,46,0,0,1003,Research & Development,8,Masters,Life Sciences,4,Female,74,Medium,2,Research Scientist,Low,Divorced,4615,21029,8,Yes,23,Very High,1,3,19,2,3,16,13,1,7
652,26,0,0,192,Research & Development,1,College,Medical,1,Male,59,Medium,1,Laboratory Technician,Low,Married,3955,11141,1,No,16,High,1,2,6,2,3,5,3,1,3
653,30,0,0,1176,Research & Development,20,Bachelors,Other,3,Male,85,High,2,Manufacturing Director,Low,Married,9957,9096,0,No,15,High,3,1,7,1,2,6,2,0,2
654,41,0,0,509,Research & Development,7,College,Technical Degree,2,Female,43,Very High,1,Research Scientist,High,Married,3376,18863,1,No,13,High,3,0,10,3,3,10,6,0,8
655,38,0,0,330,Research & Development,17,Below College,Life Sciences,3,Female,65,Medium,3,Healthcare Representative,High,Married,8823,24608,0,No,18,High,1,1,20,4,2,19,9,1,9
656,40,0,0,1492,Research & Development,20,Masters,Technical Degree,1,Male,61,High,3,Healthcare Representative,Very High,Married,10322,26542,4,No,20,Very High,4,1,14,6,3,11,10,11,1
657,27,0,Non-Travel,1277,Research & Development,8,PhD,Life Sciences,1,Male,87,Low,1,Laboratory Technician,High,Married,4621,5869,1,No,19,High,4,3,3,4,3,3,2,1,2
658,55,0,1,1091,Research & Development,2,Below College,Life Sciences,4,Male,65,High,3,Manufacturing Director,Medium,Married,10976,15813,3,No,18,High,2,1,23,4,3,3,2,1,2
659,28,0,0,857,Research & Development,10,Bachelors,Other,3,Female,59,High,2,Research Scientist,High,Single,3660,7909,3,No,13,High,4,0,10,4,4,8,7,1,7
660,33,0,0,654,Research & Development,5,Bachelors,Life Sciences,4,Male,34,Medium,3,Healthcare Representative,Very High,Divorced,7119,21214,4,No,15,High,3,1,9,2,3,3,2,1,2
661,28,0,0,895,Research & Development,15,College,Life Sciences,1,Male,50,High,1,Laboratory Technician,High,Divorced,2207,22482,1,No,16,High,4,1,4,5,2,4,2,2,2
662,34,0,1,618,Research & Development,3,Below College,Life Sciences,1,Male,45,High,2,Healthcare Representative,Very High,Single,7756,22266,0,No,17,High,3,0,7,1,2,6,2,0,4
663,37,0,0,309,Sales,10,Masters,Life Sciences,4,Female,88,Medium,2,Sales Executive,Very High,Divorced,6694,24223,2,Yes,14,High,3,3,8,5,3,1,0,0,0
664,42,0,0,469,Research & Development,2,College,Medical,4,Male,35,High,4,Manager,Low,Married,17665,14399,0,No,17,High,4,1,23,3,3,22,6,13,7
665,33,0,1,970,Sales,7,Bachelors,Life Sciences,4,Female,30,High,2,Sales Executive,Medium,Married,4302,13401,0,No,17,High,3,1,4,3,3,3,2,0,2
666,34,0,Non-Travel,697,Research & Development,3,Masters,Life Sciences,3,Male,40,Medium,1,Research Scientist,Very High,Married,2979,22478,3,No,17,High,4,3,6,2,3,0,0,0,0
667,48,0,Non-Travel,1262,Research & Development,1,Masters,Medical,1,Male,35,Very High,4,Manager,Very High,Single,16885,16154,2,No,22,Very High,3,0,27,3,2,5,4,2,1
668,45,0,Non-Travel,1050,Sales,9,Masters,Life Sciences,2,Female,65,Medium,2,Sales Executive,High,Married,5593,17970,1,No,13,High,4,1,15,2,3,15,10,4,12
669,52,0,0,994,Research & Development,7,Masters,Life Sciences,2,Male,87,High,3,Healthcare Representative,Medium,Single,10445,15322,7,No,19,High,4,0,18,4,3,8,6,4,0
670,38,0,0,770,Sales,10,Masters,Marketing,3,Male,73,Medium,3,Sales Executive,High,Divorced,8740,5569,0,Yes,14,High,2,2,9,2,3,8,7,2,7
671,29,0,0,1107,Research & Development,28,Masters,Life Sciences,3,Female,93,High,1,Research Scientist,Very High,Divorced,2514,26968,4,No,22,Very High,1,1,11,1,3,7,5,1,7
672,28,0,0,950,Research & Development,3,Bachelors,Medical,4,Female,93,High,3,Manufacturing Director,Medium,Divorced,7655,8039,0,No,17,High,2,3,10,3,2,9,7,1,7
673,46,0,0,406,Sales,3,Below College,Marketing,1,Male,52,High,4,Manager,High,Married,17465,15596,3,No,12,High,4,1,23,3,3,12,9,4,9
674,38,0,0,130,Sales,2,College,Marketing,4,Male,32,High,3,Sales Executive,Medium,Single,7351,20619,7,No,16,High,3,0,10,2,3,1,0,0,0
675,43,0,1,1082,Research & Development,27,Bachelors,Life Sciences,3,Female,83,High,3,Manufacturing Director,Low,Married,10820,11535,8,No,11,High,3,1,18,1,3,8,7,0,1
676,40,0,0,1308,Research & Development,14,Bachelors,Medical,3,Male,44,Medium,5,Research Director,High,Single,19626,17544,1,No,14,High,1,0,21,2,4,20,7,4,9
677,21,0,0,984,Research & Development,1,Below College,Technical Degree,4,Female,70,Medium,1,Research Scientist,Medium,Single,2070,25326,1,Yes,11,High,3,0,2,6,4,2,2,2,2
678,39,0,Non-Travel,439,Research & Development,9,Bachelors,Life Sciences,3,Male,70,High,2,Laboratory Technician,Medium,Single,6782,8770,9,No,15,High,3,0,9,2,2,5,4,0,3
679,36,0,Non-Travel,217,Research & Development,18,Masters,Life Sciences,1,Male,78,High,2,Manufacturing Director,Very High,Single,7779,23238,2,No,20,Very High,1,0,18,0,3,11,9,0,9
680,31,0,1,793,Sales,20,Bachelors,Life Sciences,3,Male,67,Very High,1,Sales Representative,Very High,Married,2791,21981,0,No,12,High,1,1,3,4,3,2,2,2,2
681,28,0,0,1451,Research & Development,2,Below College,Life Sciences,1,Male,67,Medium,1,Research Scientist,Medium,Married,3201,19911,0,No,17,High,1,0,6,2,1,5,3,0,4
682,35,0,1,1182,Sales,11,College,Marketing,4,Male,54,High,2,Sales Executive,Very High,Divorced,4968,18500,1,No,11,High,4,1,5,3,3,5,2,0,2
683,49,0,0,174,Sales,8,Masters,Technical Degree,4,Male,56,Medium,4,Sales Executive,Medium,Married,13120,11879,6,No,17,High,2,1,22,3,3,9,8,2,3
684,34,0,1,1003,Research & Development,2,College,Life Sciences,4,Male,95,High,2,Manufacturing Director,High,Single,4033,15834,2,No,11,High,4,0,5,3,2,3,2,0,2
685,29,0,1,490,Research & Development,10,Bachelors,Life Sciences,4,Female,61,High,1,Research Scientist,Medium,Divorced,3291,17940,0,No,14,High,4,2,8,2,2,7,5,1,1
686,42,0,0,188,Research & Development,29,Bachelors,Medical,2,Male,56,Low,2,Laboratory Technician,Very High,Single,4272,9558,4,No,19,High,1,0,16,3,3,1,0,0,0
687,29,0,0,718,Research & Development,8,Below College,Medical,2,Male,79,Medium,2,Manufacturing Director,Very High,Married,5056,17689,1,Yes,15,High,3,1,10,2,2,10,7,1,2
688,38,0,0,433,Human Resources,1,Bachelors,Human Resources,3,Male,37,Very High,1,Human Resources,High,Married,2844,6004,1,No,13,High,4,1,7,2,4,7,6,5,0
689,28,0,1,773,Research & Development,6,Bachelors,Life Sciences,3,Male,39,Medium,1,Research Scientist,High,Divorced,2703,22088,1,Yes,14,High,4,1,3,2,3,3,1,0,2
690,41,0,0,167,Research & Development,12,Masters,Life Sciences,2,Male,46,High,1,Laboratory Technician,Very High,Married,4766,9051,3,Yes,11,High,1,1,6,4,3,1,0,0,0
691,37,0,0,367,Research & Development,25,College,Medical,3,Female,52,Medium,2,Healthcare Representative,Very High,Divorced,5731,17171,7,No,13,High,3,2,9,2,3,6,2,1,3
692,27,0,0,199,Research & Development,6,Bachelors,Life Sciences,4,Male,55,Medium,1,Research Scientist,High,Married,2539,7950,1,No,13,High,3,1,4,0,3,4,2,2,2
693,34,0,0,1400,Sales,9,Below College,Life Sciences,2,Female,70,High,2,Sales Executive,High,Married,5714,5829,1,No,20,Very High,1,0,6,3,2,6,5,1,3
694,35,0,0,528,Human Resources,8,Masters,Technical Degree,3,Male,100,High,1,Human Resources,High,Single,4323,7108,1,No,17,High,2,0,6,2,1,5,4,1,4
695,40,0,1,593,Research & Development,9,Masters,Medical,2,Female,88,High,3,Research Director,High,Single,13499,13782,9,No,17,High,3,0,20,3,2,18,7,2,13
696,42,0,0,647,Sales,4,Masters,Marketing,2,Male,45,High,2,Sales Executive,Low,Single,5155,2253,7,No,13,High,4,0,9,3,4,6,4,1,5
697,35,0,0,982,Research & Development,1,Masters,Medical,4,Male,58,Medium,1,Laboratory Technician,High,Married,2258,16340,6,No,12,High,2,1,10,2,3,8,0,1,7
698,24,0,0,477,Research & Development,24,Bachelors,Medical,4,Male,49,High,1,Laboratory Technician,Medium,Single,3597,6409,8,No,22,Very High,4,0,6,2,3,4,3,1,2
699,26,0,0,1384,Research & Development,3,Masters,Medical,1,Male,82,Very High,1,Laboratory Technician,Very High,Married,4420,13421,1,No,22,Very High,2,1,8,2,3,8,7,0,7
700,30,0,0,852,Sales,10,Bachelors,Marketing,3,Male,72,Medium,2,Sales Executive,High,Married,6578,2706,1,No,18,High,1,1,10,3,3,10,3,1,4
701,40,0,1,902,Research & Development,26,College,Medical,3,Female,92,Medium,2,Research Scientist,Very High,Married,4422,21203,3,Yes,13,High,4,1,16,3,1,1,1,0,0
702,35,0,0,819,Research & Development,2,Bachelors,Life Sciences,3,Male,44,Medium,3,Manufacturing Director,Medium,Divorced,10274,19588,2,No,18,High,2,1,15,2,4,7,7,6,4
703,34,0,1,669,Research & Development,1,Bachelors,Medical,4,Male,97,Medium,2,Healthcare Representative,Low,Single,5343,25755,0,No,20,Very High,3,0,14,3,3,13,9,4,9
704,35,0,1,636,Research & Development,4,Masters,Other,4,Male,47,Medium,1,Laboratory Technician,Very High,Married,2376,26537,1,No,13,High,2,1,2,2,4,2,2,2,2
705,32,0,Non-Travel,862,Sales,2,Below College,Life Sciences,3,Female,76,High,1,Sales Representative,Low,Divorced,2827,14947,1,No,12,High,3,3,1,3,3,1,0,0,0
706,56,0,0,718,Research & Development,4,Masters,Technical Degree,4,Female,92,High,5,Manager,Low,Divorced,19943,18575,4,No,13,High,4,1,28,2,3,5,2,4,2
707,29,0,0,1401,Research & Development,6,Below College,Medical,2,Female,54,High,1,Laboratory Technician,Very High,Married,3131,26342,1,No,13,High,1,1,10,5,3,10,8,0,8
708,19,0,0,645,Research & Development,9,College,Life Sciences,3,Male,54,High,1,Research Scientist,Low,Single,2552,7172,1,No,25,Very High,3,0,1,4,3,1,1,0,0
709,45,0,0,1457,Research & Development,7,Bachelors,Medical,1,Female,83,High,1,Research Scientist,High,Married,4477,20100,4,Yes,19,High,3,1,7,2,2,3,2,0,2
710,37,0,0,977,Research & Development,1,Bachelors,Life Sciences,4,Female,56,Medium,2,Manufacturing Director,Very High,Married,6474,9961,1,No,13,High,2,1,14,2,2,14,8,3,11
711,20,0,0,805,Research & Development,3,Bachelors,Life Sciences,1,Male,87,Medium,1,Laboratory Technician,High,Single,3033,12828,1,No,12,High,1,0,2,2,2,2,2,1,2
712,53,0,0,1223,Research & Development,7,College,Medical,4,Female,50,High,5,Manager,High,Divorced,18606,18640,3,No,18,High,2,1,26,6,3,7,7,4,7
713,29,0,0,942,Research & Development,15,Below College,Life Sciences,2,Female,69,Low,1,Research Scientist,Very High,Married,2168,26933,0,Yes,18,High,1,1,6,2,2,5,4,1,3
714,46,0,0,1402,Sales,2,Bachelors,Marketing,3,Female,69,High,4,Manager,Low,Married,17048,24097,8,No,23,Very High,1,0,28,2,3,26,15,15,9
715,44,0,Non-Travel,111,Research & Development,17,Bachelors,Life Sciences,4,Male,74,Low,1,Research Scientist,High,Single,2290,4279,2,No,13,High,4,0,6,3,3,0,0,0,0
716,33,0,0,147,Human Resources,2,Bachelors,Human Resources,2,Male,99,High,1,Human Resources,High,Married,3600,8429,1,No,13,High,4,1,5,2,3,5,4,1,4
717,30,0,0,1329,Sales,29,Masters,Life Sciences,3,Male,61,High,2,Sales Executive,Low,Divorced,4115,13192,8,No,19,High,3,3,8,3,3,4,3,0,3
718,40,0,1,1184,Sales,2,Masters,Medical,2,Male,62,High,2,Sales Executive,Medium,Married,4327,25440,5,No,12,High,4,3,5,2,3,0,0,0,0
719,50,0,1,1421,Research & Development,2,Bachelors,Medical,4,Female,30,High,4,Manager,Low,Married,17856,9490,2,No,22,Very High,3,1,32,3,3,2,2,2,2
720,28,0,0,1179,Research & Development,19,Masters,Medical,4,Male,78,Medium,1,Laboratory Technician,Low,Married,3196,12449,1,No,12,High,3,3,6,2,3,6,5,3,3
721,46,0,0,1450,Research & Development,15,College,Life Sciences,4,Male,52,High,5,Research Director,Medium,Married,19081,10849,5,No,11,High,1,1,25,2,3,4,2,0,3
722,35,0,0,1361,Sales,17,Masters,Life Sciences,3,Male,94,High,2,Sales Executive,Low,Married,8966,21026,3,Yes,15,High,4,3,15,2,3,7,7,1,7
723,33,0,1,1146,Sales,25,Bachelors,Medical,2,Female,82,High,2,Sales Executive,High,Married,4539,4905,1,No,12,High,1,1,10,3,2,10,7,0,1
724,36,0,0,917,Research & Development,6,Masters,Life Sciences,3,Male,60,Low,1,Laboratory Technician,High,Divorced,2741,6865,1,No,14,High,3,1,7,4,3,7,7,1,7
725,30,0,0,853,Research & Development,7,Masters,Life Sciences,3,Male,49,High,2,Laboratory Technician,High,Divorced,3491,11309,1,No,13,High,1,3,10,4,2,10,7,8,9
726,44,0,0,200,Research & Development,29,Masters,Other,4,Male,32,High,2,Research Scientist,Very High,Single,4541,7744,1,No,25,Very High,2,0,20,3,3,20,11,13,17
727,20,0,0,654,Sales,21,Bachelors,Marketing,3,Male,43,Very High,1,Sales Representative,Very High,Single,2678,5050,1,No,17,High,4,0,2,2,3,2,1,2,2
728,46,0,0,150,Research & Development,2,Masters,Technical Degree,4,Male,60,High,2,Manufacturing Director,Very High,Divorced,7379,17433,2,No,11,High,3,1,12,3,2,6,3,1,4
729,42,0,Non-Travel,179,Human Resources,2,PhD,Medical,4,Male,79,Very High,2,Human Resources,Low,Married,6272,12858,7,No,16,High,1,1,10,3,4,4,3,0,3
730,60,0,0,696,Sales,7,Masters,Marketing,2,Male,52,Very High,2,Sales Executive,Very High,Divorced,5220,10893,0,Yes,18,High,2,1,12,3,3,11,7,1,9
731,32,0,1,116,Research & Development,13,Bachelors,Other,3,Female,77,Medium,1,Laboratory Technician,Medium,Married,2743,7331,1,No,20,Very High,3,1,2,2,3,2,2,2,2
732,32,0,1,1316,Research & Development,2,College,Life Sciences,4,Female,38,High,2,Research Scientist,High,Single,4998,2338,4,Yes,14,High,4,0,10,2,3,8,7,0,7
733,36,0,0,363,Research & Development,1,Bachelors,Technical Degree,3,Female,77,Low,3,Manufacturing Director,Low,Divorced,10252,4235,2,Yes,21,Very High,3,1,17,2,3,7,7,7,7
734,33,0,0,117,Research & Development,9,Bachelors,Medical,1,Male,60,High,1,Research Scientist,Very High,Married,2781,6311,0,No,13,High,2,1,15,5,3,14,10,4,10
735,40,0,0,107,Sales,10,Bachelors,Technical Degree,2,Female,84,Medium,2,Sales Executive,Medium,Divorced,6852,11591,7,No,12,High,2,1,7,2,4,5,1,1,3
736,25,0,0,1356,Sales,10,Masters,Life Sciences,3,Male,57,High,2,Sales Executive,Very High,Single,4950,20623,0,No,14,High,2,0,5,4,3,4,3,1,1
737,30,0,0,1465,Research & Development,1,Bachelors,Medical,4,Male,63,High,1,Research Scientist,Medium,Married,3579,9369,0,Yes,21,Very High,1,1,12,2,3,11,9,5,7
738,42,0,1,458,Research & Development,26,PhD,Medical,1,Female,60,High,3,Research Director,Low,Married,13191,23281,3,Yes,17,High,3,0,20,6,3,1,0,0,0
739,35,0,Non-Travel,1212,Sales,8,College,Marketing,3,Female,78,Medium,3,Sales Executive,Very High,Married,10377,13755,4,Yes,11,High,2,1,16,6,2,13,2,4,12
740,27,0,0,1103,Research & Development,14,Bachelors,Life Sciences,1,Male,42,High,1,Research Scientist,Low,Married,2235,14377,1,Yes,14,High,4,2,9,3,2,9,7,6,8
741,54,0,1,966,Research & Development,1,Masters,Life Sciences,4,Female,53,High,3,Manufacturing Director,High,Divorced,10502,9659,7,No,17,High,1,1,33,2,1,5,4,1,4
742,44,0,0,1117,Research & Development,2,Below College,Life Sciences,1,Female,72,Very High,1,Research Scientist,Very High,Married,2011,19982,1,No,13,High,4,1,10,5,3,10,5,7,7
743,29,0,0,1010,Research & Development,1,Bachelors,Life Sciences,1,Female,97,High,1,Research Scientist,Very High,Divorced,3760,5598,1,No,15,High,1,3,3,5,3,3,2,1,2
744,54,0,0,685,Research & Development,3,Bachelors,Life Sciences,4,Male,85,High,4,Research Director,Very High,Married,17779,23474,3,No,14,High,1,0,36,2,3,10,9,0,9
745,31,0,0,1332,Research & Development,11,College,Medical,3,Male,80,High,2,Healthcare Representative,Low,Married,6833,17089,1,Yes,12,High,4,0,6,2,2,6,5,0,1
746,31,0,0,1062,Research & Development,24,Bachelors,Medical,3,Female,96,Medium,2,Healthcare Representative,Low,Single,6812,17198,1,No,19,High,2,0,10,2,3,10,9,1,8
747,59,0,0,326,Sales,3,Bachelors,Life Sciences,3,Female,48,Medium,2,Sales Executive,Very High,Single,5171,16490,5,No,17,High,4,0,13,2,3,6,1,0,5
748,43,0,0,920,Research & Development,3,Bachelors,Life Sciences,3,Male,96,Low,5,Research Director,Very High,Married,19740,18625,3,No,14,High,2,1,25,2,3,8,7,0,7
749,49,0,0,1098,Research & Development,4,College,Medical,1,Male,85,Medium,5,Manager,High,Married,18711,12124,2,No,13,High,3,1,23,2,4,1,0,0,0
750,36,0,1,469,Research & Development,3,Bachelors,Technical Degree,3,Male,46,High,1,Research Scientist,Medium,Married,3692,9256,1,No,12,High,3,0,12,2,2,11,10,0,7
751,48,0,0,969,Research & Development,2,College,Technical Degree,4,Male,76,Very High,1,Laboratory Technician,Medium,Single,2559,16620,5,No,11,High,3,0,7,4,2,1,0,0,0
752,27,0,0,1167,Research & Development,4,College,Life Sciences,1,Male,76,High,1,Research Scientist,High,Divorced,2517,3208,1,No,11,High,2,3,5,2,3,5,3,0,3
753,29,0,0,1329,Research & Development,7,Bachelors,Life Sciences,3,Male,82,High,2,Healthcare Representative,Very High,Divorced,6623,4204,1,Yes,11,High,2,2,6,2,3,6,0,1,0
754,48,0,0,715,Research & Development,1,Bachelors,Life Sciences,4,Male,76,Medium,5,Research Director,Very High,Single,18265,8733,6,No,12,High,3,0,25,3,4,1,0,0,0
755,29,0,0,694,Research & Development,1,Bachelors,Life Sciences,4,Female,87,Medium,4,Research Director,Very High,Divorced,16124,3423,3,No,14,High,2,2,9,2,2,7,7,1,7
756,34,0,0,1320,Research & Development,20,Bachelors,Technical Degree,3,Female,89,Very High,1,Research Scientist,High,Married,2585,21643,0,No,17,High,4,0,2,5,2,1,0,0,0
757,44,0,0,1099,Sales,5,Bachelors,Marketing,2,Male,88,High,5,Manager,Medium,Married,18213,8751,7,No,11,High,3,1,26,5,3,22,9,3,10
758,33,0,0,536,Sales,10,PhD,Marketing,4,Male,82,Very High,3,Sales Executive,High,Divorced,8380,21708,0,Yes,14,High,4,2,10,3,3,9,8,0,8
759,19,0,0,265,Research & Development,25,Bachelors,Life Sciences,2,Female,57,Very High,1,Research Scientist,Very High,Single,2994,21221,1,Yes,12,High,4,0,1,2,3,1,0,0,1
760,23,0,0,373,Research & Development,1,College,Life Sciences,4,Male,47,High,1,Research Scientist,High,Married,1223,16901,1,No,22,Very High,4,1,1,2,3,1,0,0,1
761,26,0,0,583,Research & Development,4,College,Life Sciences,3,Male,53,High,1,Research Scientist,Very High,Single,2875,9973,1,Yes,20,Very High,2,0,8,2,2,8,5,2,2
762,55,0,Non-Travel,177,Research & Development,8,Below College,Medical,4,Male,37,Medium,4,Healthcare Representative,Medium,Divorced,13577,25592,1,Yes,15,High,4,1,34,3,3,33,9,15,0
763,46,0,0,168,Sales,4,College,Marketing,4,Female,33,Medium,5,Manager,Medium,Married,18789,9946,2,No,14,High,3,1,26,2,3,11,4,0,8
764,34,0,0,131,Sales,2,Bachelors,Marketing,3,Female,86,High,2,Sales Executive,Low,Single,4538,6039,0,Yes,12,High,4,0,4,3,3,3,2,0,2
765,51,0,1,237,Sales,9,Bachelors,Life Sciences,4,Male,83,High,5,Manager,Medium,Divorced,19847,19196,4,Yes,24,Very High,1,1,31,5,2,29,10,11,10
766,59,0,0,1429,Research & Development,18,Masters,Medical,4,Male,67,High,3,Manufacturing Director,Very High,Single,10512,20002,6,No,12,High,4,0,25,6,2,9,7,5,4
767,34,0,1,135,Research & Development,19,Bachelors,Medical,3,Female,46,High,2,Laboratory Technician,Medium,Divorced,4444,22534,4,No,13,High,3,2,15,2,4,11,8,5,10
