,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
775,43,0,0,415,Sales,25,3,Medical,3,Male,79,Medium,3,Sales Executive,Very High,Divorced,10798,5268,5,No,13,High,3,1,18,5,3,1,0,0,0
776,20,1,1,769,Sales,9,3,Marketing,4,Female,54,High,1,Sales Representative,Very High,Single,2323,17205,1,Yes,14,High,2,0,2,3,3,2,2,0,2
777,21,1,0,1334,Research & Development,10,3,Life Sciences,3,Female,36,Medium,1,Laboratory Technician,Low,Single,1416,17258,1,No,13,High,1,0,1,6,2,1,0,1,0
778,46,0,0,1003,Research & Development,8,4,Life Sciences,4,Female,74,Medium,2,Research Scientist,Low,Divorced,4615,21029,8,Yes,23,Very High,1,3,19,2,3,16,13,1,7
779,51,1,0,1323,Research & Development,4,4,Life Sciences,1,Male,34,High,1,Research Scientist,High,Married,2461,10332,9,Yes,12,High,3,3,18,2,4,10,0,2,7
780,28,1,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,Medium,3,Healthcare Representative,Low,Single,8722,12355,1,No,12,High,1,0,10,2,2,10,7,1,9
781,26,0,0,192,Research & Development,1,2,Medical,1,Male,59,Medium,1,Laboratory Technician,Low,Married,3955,11141,1,No,16,High,1,2,6,2,3,5,3,1,3
782,30,0,0,1176,Research & Development,20,3,Other,3,Male,85,High,2,Manufacturing Director,Low,Married,9957,9096,0,No,15,High,3,1,7,1,2,6,2,0,2
783,41,0,0,509,Research & Development,7,2,Technical Degree,2,Female,43,Very High,1,Research Scientist,High,Married,3376,18863,1,No,13,High,3,0,10,3,3,10,6,0,8
784,38,0,0,330,Research & Development,17,1,Life Sciences,3,Female,65,Medium,3,Healthcare Representative,High,Married,8823,24608,0,No,18,High,1,1,20,4,2,19,9,1,9
785,40,0,0,1492,Research & Development,20,4,Technical Degree,1,Male,61,High,3,Healthcare Representative,Very High,Married,10322,26542,4,No,20,Very High,4,1,14,6,3,11,10,11,1
786,27,0,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,Low,1,Laboratory Technician,High,Married,4621,5869,1,No,19,High,4,3,3,4,3,3,2,1,2
787,55,0,1,1091,Research & Development,2,1,Life Sciences,4,Male,65,High,3,Manufacturing Director,Medium,Married,10976,15813,3,No,18,High,2,1,23,4,3,3,2,1,2
788,28,0,0,857,Research & Development,10,3,Other,3,Female,59,High,2,Research Scientist,High,Single,3660,7909,3,No,13,High,4,0,10,4,4,8,7,1,7
789,44,1,0,1376,Human Resources,1,2,Medical,2,Male,91,Medium,3,Human Resources,Low,Married,10482,2326,9,No,14,High,4,1,24,1,3,20,6,3,6
790,33,0,0,654,Research & Development,5,3,Life Sciences,4,Male,34,Medium,3,Healthcare Representative,Very High,Divorced,7119,21214,4,No,15,High,3,1,9,2,3,3,2,1,2
791,35,1,0,1204,Sales,4,3,Technical Degree,4,Male,86,High,3,Sales Executive,Low,Single,9582,10333,0,Yes,22,Very High,1,0,9,2,3,8,7,4,7
792,33,1,1,827,Research & Development,29,4,Medical,1,Female,54,Medium,2,Research Scientist,High,Single,4508,3129,1,No,22,Very High,2,0,14,4,3,13,7,3,8
793,28,0,0,895,Research & Development,15,2,Life Sciences,1,Male,50,High,1,Laboratory Technician,High,Divorced,2207,22482,1,No,16,High,4,1,4,5,2,4,2,2,2
794,34,0,1,618,Research & Development,3,1,Life Sciences,1,Male,45,High,2,Healthcare Representative,Very High,Single,7756,22266,0,No,17,High,3,0,7,1,2,6,2,0,4
795,37,0,0,309,Sales,10,4,Life Sciences,4,Female,88,Medium,2,Sales Executive,Very High,Divorced,6694,24223,2,Yes,14,High,3,3,8,5,3,1,0,0,0
796,25,1,0,1219,Research & Development,4,1,Technical Degree,4,Male,32,High,1,Laboratory Technician,Very High,Married,3691,4605,1,Yes,15,High,2,1,7,3,4,7,7,5,6
797,26,1,0,1330,Research & Development,21,3,Medical,1,Male,37,High,1,Laboratory Technician,High,Divorced,2377,19373,1,No,20,Very High,3,1,1,0,2,1,1,0,0
798,33,1,0,1017,Research & Development,25,3,Medical,1,Male,55,Medium,1,Research Scientist,Medium,Single,2313,2993,4,Yes,20,Very High,2,0,5,0,3,2,2,2,2
799,42,0,0,469,Research & Development,2,2,Medical,4,Male,35,High,4,Manager,Low,Married,17665,14399,0,No,17,High,4,1,23,3,3,22,6,13,7
800,28,1,1,1009,Research & Development,1,3,Medical,1,Male,45,Medium,1,Laboratory Technician,Medium,Divorced,2596,7160,1,No,15,High,1,2,1,2,3,1,0,0,0
801,50,1,1,959,Sales,1,4,Other,4,Male,81,High,2,Sales Executive,High,Single,4728,17251,3,Yes,14,High,4,0,5,4,3,0,0,0,0
802,33,0,1,970,Sales,7,3,Life Sciences,4,Female,30,High,2,Sales Executive,Medium,Married,4302,13401,0,No,17,High,3,1,4,3,3,3,2,0,2
803,34,0,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,Medium,1,Research Scientist,Very High,Married,2979,22478,3,No,17,High,4,3,6,2,3,0,0,0,0
804,48,0,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,35,Very High,4,Manager,Very High,Single,16885,16154,2,No,22,Very High,3,0,27,3,2,5,4,2,1
805,45,0,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,Medium,2,Sales Executive,High,Married,5593,17970,1,No,13,High,4,1,15,2,3,15,10,4,12
806,52,0,0,994,Research & Development,7,4,Life Sciences,2,Male,87,High,3,Healthcare Representative,Medium,Single,10445,15322,7,No,19,High,4,0,18,4,3,8,6,4,0
807,38,0,0,770,Sales,10,4,Marketing,3,Male,73,Medium,3,Sales Executive,High,Divorced,8740,5569,0,Yes,14,High,2,2,9,2,3,8,7,2,7
808,29,0,0,1107,Research & Development,28,4,Life Sciences,3,Female,93,High,1,Research Scientist,Very High,Divorced,2514,26968,4,No,22,Very High,1,1,11,1,3,7,5,1,7
809,28,0,0,950,Research & Development,3,3,Medical,4,Female,93,High,3,Manufacturing Director,Medium,Divorced,7655,8039,0,No,17,High,2,3,10,3,2,9,7,1,7
810,46,0,0,406,Sales,3,1,Marketing,1,Male,52,High,4,Manager,High,Married,17465,15596,3,No,12,High,4,1,23,3,3,12,9,4,9
811,38,0,0,130,Sales,2,2,Marketing,4,Male,32,High,3,Sales Executive,Medium,Single,7351,20619,7,No,16,High,3,0,10,2,3,1,0,0,0
812,43,0,1,1082,Research & Development,27,3,Life Sciences,3,Female,83,High,3,Manufacturing Director,Low,Married,10820,11535,8,No,11,High,3,1,18,1,3,8,7,0,1
813,39,1,1,203,Research & Development,2,3,Life Sciences,1,Male,84,High,4,Healthcare Representative,Very High,Divorced,12169,13547,7,No,11,High,4,3,21,4,3,18,7,11,5
814,40,0,0,1308,Research & Development,14,3,Medical,3,Male,44,Medium,5,Research Director,High,Single,19626,17544,1,No,14,High,1,0,21,2,4,20,7,4,9
815,21,0,0,984,Research & Development,1,1,Technical Degree,4,Female,70,Medium,1,Research Scientist,Medium,Single,2070,25326,1,Yes,11,High,3,0,2,6,4,2,2,2,2
816,39,0,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,High,2,Laboratory Technician,Medium,Single,6782,8770,9,No,15,High,3,0,9,2,2,5,4,0,3
817,36,0,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,High,2,Manufacturing Director,Very High,Single,7779,23238,2,No,20,Very High,1,0,18,0,3,11,9,0,9
818,31,0,1,793,Sales,20,3,Life Sciences,3,Male,67,Very High,1,Sales Representative,Very High,Married,2791,21981,0,No,12,High,1,1,3,4,3,2,2,2,2
819,28,0,0,1451,Research & Development,2,1,Life Sciences,1,Male,67,Medium,1,Research Scientist,Medium,Married,3201,19911,0,No,17,High,1,0,6,2,1,5,3,0,4
820,35,0,1,1182,Sales,11,2,Marketing,4,Male,54,High,2,Sales Executive,Very High,Divorced,4968,18500,1,No,11,High,4,1,5,3,3,5,2,0,2
821,49,0,0,174,Sales,8,4,Technical Degree,4,Male,56,Medium,4,Sales Executive,Medium,Married,13120,11879,6,No,17,High,2,1,22,3,3,9,8,2,3
822,34,0,1,1003,Research & Development,2,2,Life Sciences,4,Male,95,High,2,Manufacturing Director,High,Single,4033,15834,2,No,11,High,4,0,5,3,2,3,2,0,2
823,29,0,1,490,Research & Development,10,3,Life Sciences,4,Female,61,High,1,Research Scientist,Medium,Divorced,3291,17940,0,No,14,High,4,2,8,2,2,7,5,1,1
824,42,0,0,188,Research & Development,29,3,Medical,2,Male,56,Low,2,Laboratory Technician,Very High,Single,4272,9558,4,No,19,High,1,0,16,3,3,1,0,0,0
825,29,0,0,718,Research & Development,8,1,Medical,2,Male,79,Medium,2,Manufacturing Director,Very High,Married,5056,17689,1,Yes,15,High,3,1,10,2,2,10,7,1,2
826,38,0,0,433,Human Resources,1,3,Human Resources,3,Male,37,Very High,1,Human Resources,High,Married,2844,6004,1,No,13,High,4,1,7,2,4,7,6,5,0
827,28,0,1,773,Research & Development,6,3,Life Sciences,3,Male,39,Medium,1,Research Scientist,High,Divorced,2703,22088,1,Yes,14,High,4,1,3,2,3,3,1,0,2
828,18,1,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,High,1,Laboratory Technician,High,Single,1904,13556,1,No,12,High,4,0,0,0,3,0,0,0,0
829,33,1,0,603,Sales,9,4,Marketing,1,Female,77,High,2,Sales Executive,Low,Single,8224,18385,0,Yes,17,High,1,0,6,3,3,5,2,0,3
830,41,0,0,167,Research & Development,12,4,Life Sciences,2,Male,46,High,1,Laboratory Technician,Very High,Married,4766,9051,3,Yes,11,High,1,1,6,4,3,1,0,0,0
831,31,1,1,874,Research & Development,15,3,Medical,3,Male,72,High,1,Laboratory Technician,High,Married,2610,6233,1,No,12,High,3,1,2,5,2,2,2,2,2
832,37,0,0,367,Research & Development,25,2,Medical,3,Female,52,Medium,2,Healthcare Representative,Very High,Divorced,5731,17171,7,No,13,High,3,2,9,2,3,6,2,1,3
833,27,0,0,199,Research & Development,6,3,Life Sciences,4,Male,55,Medium,1,Research Scientist,High,Married,2539,7950,1,No,13,High,3,1,4,0,3,4,2,2,2
834,34,0,0,1400,Sales,9,1,Life Sciences,2,Female,70,High,2,Sales Executive,High,Married,5714,5829,1,No,20,Very High,1,0,6,3,2,6,5,1,3
835,35,0,0,528,Human Resources,8,4,Technical Degree,3,Male,100,High,1,Human Resources,High,Single,4323,7108,1,No,17,High,2,0,6,2,1,5,4,1,4
836,29,1,0,408,Sales,23,1,Life Sciences,4,Female,45,Medium,3,Sales Executive,Low,Married,7336,11162,1,No,13,High,1,1,11,3,1,11,8,3,10
837,40,0,1,593,Research & Development,9,4,Medical,2,Female,88,High,3,Research Director,High,Single,13499,13782,9,No,17,High,3,0,20,3,2,18,7,2,13
838,42,1,1,481,Sales,12,3,Life Sciences,3,Male,44,High,4,Sales Executive,Low,Single,13758,2447,0,Yes,12,High,2,0,22,2,2,21,9,13,14
839,42,0,0,647,Sales,4,4,Marketing,2,Male,45,High,2,Sales Executive,Low,Single,5155,2253,7,No,13,High,4,0,9,3,4,6,4,1,5
840,35,0,0,982,Research & Development,1,4,Medical,4,Male,58,Medium,1,Laboratory Technician,High,Married,2258,16340,6,No,12,High,2,1,10,2,3,8,0,1,7
841,24,0,0,477,Research & Development,24,3,Medical,4,Male,49,High,1,Laboratory Technician,Medium,Single,3597,6409,8,No,22,Very High,4,0,6,2,3,4,3,1,2
842,28,1,0,1485,Research & Development,12,1,Life Sciences,3,Female,79,High,1,Laboratory Technician,Very High,Married,2515,22955,1,Yes,11,High,4,0,1,4,2,1,1,0,0
843,26,0,0,1384,Research & Development,3,4,Medical,1,Male,82,Very High,1,Laboratory Technician,Very High,Married,4420,13421,1,No,22,Very High,2,1,8,2,3,8,7,0,7
844,30,0,0,852,Sales,10,3,Marketing,3,Male,72,Medium,2,Sales Executive,High,Married,6578,2706,1,No,18,High,1,1,10,3,3,10,3,1,4
845,40,0,1,902,Research & Development,26,2,Medical,3,Female,92,Medium,2,Research Scientist,Very High,Married,4422,21203,3,Yes,13,High,4,1,16,3,1,1,1,0,0
846,35,0,0,819,Research & Development,2,3,Life Sciences,3,Male,44,Medium,3,Manufacturing Director,Medium,Divorced,10274,19588,2,No,18,High,2,1,15,2,4,7,7,6,4
847,34,0,1,669,Research & Development,1,3,Medical,4,Male,97,Medium,2,Healthcare Representative,Low,Single,5343,25755,0,No,20,Very High,3,0,14,3,3,13,9,4,9
848,35,0,1,636,Research & Development,4,4,Other,4,Male,47,Medium,1,Laboratory Technician,Very High,Married,2376,26537,1,No,13,High,2,1,2,2,4,2,2,2,2
849,43,1,0,1372,Sales,9,3,Marketing,1,Female,85,Low,2,Sales Executive,High,Single,5346,9489,8,No,13,High,2,0,7,2,2,4,3,1,3
850,32,0,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,High,1,Sales Representative,Low,Divorced,2827,14947,1,No,12,High,3,3,1,3,3,1,0,0,0
851,56,0,0,718,Research & Development,4,4,Technical Degree,4,Female,92,High,5,Manager,Low,Divorced,19943,18575,4,No,13,High,4,1,28,2,3,5,2,4,2
852,29,0,0,1401,Research & Development,6,1,Medical,2,Female,54,High,1,Laboratory Technician,Very High,Married,3131,26342,1,No,13,High,1,1,10,5,3,10,8,0,8
853,19,0,0,645,Research & Development,9,2,Life Sciences,3,Male,54,High,1,Research Scientist,Low,Single,2552,7172,1,No,25,Very High,3,0,1,4,3,1,1,0,0
854,45,0,0,1457,Research & Development,7,3,Medical,1,Female,83,High,1,Research Scientist,High,Married,4477,20100,4,Yes,19,High,3,1,7,2,2,3,2,0,2
855,37,0,0,977,Research & Development,1,3,Life Sciences,4,Female,56,Medium,2,Manufacturing Director,Very High,Married,6474,9961,1,No,13,High,2,1,14,2,2,14,8,3,11
856,20,0,0,805,Research & Development,3,3,Life Sciences,1,Male,87,Medium,1,Laboratory Technician,High,Single,3033,12828,1,No,12,High,1,0,2,2,2,2,2,1,2
857,44,1,0,1097,Research & Development,10,4,Life Sciences,3,Male,96,High,1,Research Scientist,High,Single,2936,10826,1,Yes,11,High,3,0,6,4,3,6,4,0,2
858,53,0,0,1223,Research & Development,7,2,Medical,4,Female,50,High,5,Manager,High,Divorced,18606,18640,3,No,18,High,2,1,26,6,3,7,7,4,7
859,29,0,0,942,Research & Development,15,1,Life Sciences,2,Female,69,Low,1,Research Scientist,Very High,Married,2168,26933,0,Yes,18,High,1,1,6,2,2,5,4,1,3
860,22,1,1,1256,Research & Development,3,4,Life Sciences,3,Male,48,Medium,1,Research Scientist,Very High,Married,2853,4223,0,Yes,11,High,2,1,1,5,3,0,0,0,0
861,46,0,0,1402,Sales,2,3,Marketing,3,Female,69,High,4,Manager,Low,Married,17048,24097,8,No,23,Very High,1,0,28,2,3,26,15,15,9
862,44,0,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,74,Low,1,Research Scientist,High,Single,2290,4279,2,No,13,High,4,0,6,3,3,0,0,0,0
863,33,0,0,147,Human Resources,2,3,Human Resources,2,Male,99,High,1,Human Resources,High,Married,3600,8429,1,No,13,High,4,1,5,2,3,5,4,1,4
864,41,1,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,95,Medium,1,Research Scientist,Low,Divorced,2107,20293,6,No,17,High,1,1,5,2,1,1,0,0,0
865,30,0,0,1329,Sales,29,4,Life Sciences,3,Male,61,High,2,Sales Executive,Low,Divorced,4115,13192,8,No,19,High,3,3,8,3,3,4,3,0,3
866,40,0,1,1184,Sales,2,4,Medical,2,Male,62,High,2,Sales Executive,Medium,Married,4327,25440,5,No,12,High,4,3,5,2,3,0,0,0,0
867,50,0,1,1421,Research & Development,2,3,Medical,4,Female,30,High,4,Manager,Low,Married,17856,9490,2,No,22,Very High,3,1,32,3,3,2,2,2,2
868,28,0,0,1179,Research & Development,19,4,Medical,4,Male,78,Medium,1,Laboratory Technician,Low,Married,3196,12449,1,No,12,High,3,3,6,2,3,6,5,3,3
869,46,0,0,1450,Research & Development,15,2,Life Sciences,4,Male,52,High,5,Research Director,Medium,Married,19081,10849,5,No,11,High,1,1,25,2,3,4,2,0,3
870,35,0,0,1361,Sales,17,4,Life Sciences,3,Male,94,High,2,Sales Executive,Low,Married,8966,21026,3,Yes,15,High,4,3,15,2,3,7,7,1,7
871,24,1,0,984,Research & Development,17,2,Life Sciences,4,Female,97,High,1,Laboratory Technician,Medium,Married,2210,3372,1,No,13,High,1,1,1,3,1,1,0,0,0
872,33,0,1,1146,Sales,25,3,Medical,2,Female,82,High,2,Sales Executive,High,Married,4539,4905,1,No,12,High,1,1,10,3,2,10,7,0,1
873,36,0,0,917,Research & Development,6,4,Life Sciences,3,Male,60,Low,1,Laboratory Technician,High,Divorced,2741,6865,1,No,14,High,3,1,7,4,3,7,7,1,7
874,30,0,0,853,Research & Development,7,4,Life Sciences,3,Male,49,High,2,Laboratory Technician,High,Divorced,3491,11309,1,No,13,High,1,3,10,4,2,10,7,8,9
875,44,0,0,200,Research & Development,29,4,Other,4,Male,32,High,2,Research Scientist,Very High,Single,4541,7744,1,No,25,Very High,2,0,20,3,3,20,11,13,17
876,20,0,0,654,Sales,21,3,Marketing,3,Male,43,Very High,1,Sales Representative,Very High,Single,2678,5050,1,No,17,High,4,0,2,2,3,2,1,2,2
877,46,0,0,150,Research & Development,2,4,Technical Degree,4,Male,60,High,2,Manufacturing Director,Very High,Divorced,7379,17433,2,No,11,High,3,1,12,3,2,6,3,1,4
878,42,0,Non-Travel,179,Human Resources,2,5,Medical,4,Male,79,Very High,2,Human Resources,Low,Married,6272,12858,7,No,16,High,1,1,10,3,4,4,3,0,3
879,60,0,0,696,Sales,7,4,Marketing,2,Male,52,Very High,2,Sales Executive,Very High,Divorced,5220,10893,0,Yes,18,High,2,1,12,3,3,11,7,1,9
880,32,0,1,116,Research & Development,13,3,Other,3,Female,77,Medium,1,Laboratory Technician,Medium,Married,2743,7331,1,No,20,Very High,3,1,2,2,3,2,2,2,2
881,32,0,1,1316,Research & Development,2,2,Life Sciences,4,Female,38,High,2,Research Scientist,High,Single,4998,2338,4,Yes,14,High,4,0,10,2,3,8,7,0,7
882,36,0,0,363,Research & Development,1,3,Technical Degree,3,Female,77,Low,3,Manufacturing Director,Low,Divorced,10252,4235,2,Yes,21,Very High,3,1,17,2,3,7,7,7,7
883,33,0,0,117,Research & Development,9,3,Medical,1,Male,60,High,1,Research Scientist,Very High,Married,2781,6311,0,No,13,High,2,1,15,5,3,14,10,4,10
884,40,0,0,107,Sales,10,3,Technical Degree,2,Female,84,Medium,2,Sales Executive,Medium,Divorced,6852,11591,7,No,12,High,2,1,7,2,4,5,1,1,3
885,25,0,0,1356,Sales,10,4,Life Sciences,3,Male,57,High,2,Sales Executive,Very High,Single,4950,20623,0,No,14,High,2,0,5,4,3,4,3,1,1
886,30,0,0,1465,Research & Development,1,3,Medical,4,Male,63,High,1,Research Scientist,Medium,Married,3579,9369,0,Yes,21,Very High,1,1,12,2,3,11,9,5,7
887,42,0,1,458,Research & Development,26,5,Medical,1,Female,60,High,3,Research Director,Low,Married,13191,23281,3,Yes,17,High,3,0,20,6,3,1,0,0,0
888,35,0,Non-Travel,1212,Sales,8,2,Marketing,3,Female,78,Medium,3,Sales Executive,Very High,Married,10377,13755,4,Yes,11,High,2,1,16,6,2,13,2,4,12
889,27,0,0,1103,Research & Development,14,3,Life Sciences,1,Male,42,High,1,Research Scientist,Low,Married,2235,14377,1,Yes,14,High,4,2,9,3,2,9,7,6,8
890,54,0,1,966,Research & Development,1,4,Life Sciences,4,Female,53,High,3,Manufacturing Director,High,Divorced,10502,9659,7,No,17,High,1,1,33,2,1,5,4,1,4
891,44,0,0,1117,Research & Development,2,1,Life Sciences,1,Female,72,Very High,1,Research Scientist,Very High,Married,2011,19982,1,No,13,High,4,1,10,5,3,10,5,7,7
892,19,1,Non-Travel,504,Research & Development,10,3,Medical,1,Female,96,Medium,1,Research Scientist,Medium,Single,1859,6148,1,Yes,25,Very High,2,0,1,2,4,1,1,0,0
893,29,0,0,1010,Research & Development,1,3,Life Sciences,1,Female,97,High,1,Research Scientist,Very High,Divorced,3760,5598,1,No,15,High,1,3,3,5,3,3,2,1,2
894,54,0,0,685,Research & Development,3,3,Life Sciences,4,Male,85,High,4,Research Director,Very High,Married,17779,23474,3,No,14,High,1,0,36,2,3,10,9,0,9
895,31,0,0,1332,Research & Development,11,2,Medical,3,Male,80,High,2,Healthcare Representative,Low,Married,6833,17089,1,Yes,12,High,4,0,6,2,2,6,5,0,1
896,31,0,0,1062,Research & Development,24,3,Medical,3,Female,96,Medium,2,Healthcare Representative,Low,Single,6812,17198,1,No,19,High,2,0,10,2,3,10,9,1,8
897,59,0,0,326,Sales,3,3,Life Sciences,3,Female,48,Medium,2,Sales Executive,Very High,Single,5171,16490,5,No,17,High,4,0,13,2,3,6,1,0,5
898,43,0,0,920,Research & Development,3,3,Life Sciences,3,Male,96,Low,5,Research Director,Very High,Married,19740,18625,3,No,14,High,2,1,25,2,3,8,7,0,7
899,49,0,0,1098,Research & Development,4,2,Medical,1,Male,85,Medium,5,Manager,High,Married,18711,12124,2,No,13,High,3,1,23,2,4,1,0,0,0
900,36,0,1,469,Research & Development,3,3,Technical Degree,3,Male,46,High,1,Research Scientist,Medium,Married,3692,9256,1,No,12,High,3,0,12,2,2,11,10,0,7
901,48,0,0,969,Research & Development,2,2,Technical Degree,4,Male,76,Very High,1,Laboratory Technician,Medium,Single,2559,16620,5,No,11,High,3,0,7,4,2,1,0,0,0
902,27,0,0,1167,Research & Development,4,2,Life Sciences,1,Male,76,High,1,Research Scientist,High,Divorced,2517,3208,1,No,11,High,2,3,5,2,3,5,3,0,3
903,29,0,0,1329,Research & Development,7,3,Life Sciences,3,Male,82,High,2,Healthcare Representative,Very High,Divorced,6623,4204,1,Yes,11,High,2,2,6,2,3,6,0,1,0
904,48,0,0,715,Research & Development,1,3,Life Sciences,4,Male,76,Medium,5,Research Director,Very High,Single,18265,8733,6,No,12,High,3,0,25,3,4,1,0,0,0
905,29,0,0,694,Research & Development,1,3,Life Sciences,4,Female,87,Medium,4,Research Director,Very High,Divorced,16124,3423,3,No,14,High,2,2,9,2,2,7,7,1,7
906,34,0,0,1320,Research & Development,20,3,Technical Degree,3,Female,89,Very High,1,Research Scientist,High,Married,2585,21643,0,No,17,High,4,0,2,5,2,1,0,0,0
907,44,0,0,1099,Sales,5,3,Marketing,2,Male,88,High,5,Manager,Medium,Married,18213,8751,7,No,11,High,3,1,26,5,3,22,9,3,10
908,33,0,0,536,Sales,10,5,Marketing,4,Male,82,Very High,3,Sales Executive,High,Divorced,8380,21708,0,Yes,14,High,4,2,10,3,3,9,8,0,8
909,19,0,0,265,Research & Development,25,3,Life Sciences,2,Female,57,Very High,1,Research Scientist,Very High,Single,2994,21221,1,Yes,12,High,4,0,1,2,3,1,0,0,1
910,23,0,0,373,Research & Development,1,2,Life Sciences,4,Male,47,High,1,Research Scientist,High,Married,1223,16901,1,No,22,Very High,4,1,1,2,3,1,0,0,1
911,25,1,1,599,Sales,24,1,Life Sciences,3,Male,73,Low,1,Sales Representative,Very High,Single,1118,8040,1,Yes,14,High,4,0,1,4,3,1,0,1,0
912,26,0,0,583,Research & Development,4,2,Life Sciences,3,Male,53,High,1,Research Scientist,Very High,Single,2875,9973,1,Yes,20,Very High,2,0,8,2,2,8,5,2,2
913,45,1,0,1449,Sales,2,3,Marketing,1,Female,94,Low,5,Manager,Medium,Single,18824,2493,2,Yes,16,High,1,0,26,2,3,24,10,1,11
914,55,0,Non-Travel,177,Research & Development,8,1,Medical,4,Male,37,Medium,4,Healthcare Representative,Medium,Divorced,13577,25592,1,Yes,15,High,4,1,34,3,3,33,9,15,0
915,21,1,1,251,Research & Development,10,2,Life Sciences,1,Female,45,Medium,1,Laboratory Technician,High,Single,2625,25308,1,No,20,Very High,3,0,2,2,1,2,2,2,2
916,46,0,0,168,Sales,4,2,Marketing,4,Female,33,Medium,5,Manager,Medium,Married,18789,9946,2,No,14,High,3,1,26,2,3,11,4,0,8
917,34,0,0,131,Sales,2,3,Marketing,3,Female,86,High,2,Sales Executive,Low,Single,4538,6039,0,Yes,12,High,4,0,4,3,3,3,2,0,2
918,51,0,1,237,Sales,9,3,Life Sciences,4,Male,83,High,5,Manager,Medium,Divorced,19847,19196,4,Yes,24,Very High,1,1,31,5,2,29,10,11,10
919,59,0,0,1429,Research & Development,18,4,Medical,4,Male,67,High,3,Manufacturing Director,Very High,Single,10512,20002,6,No,12,High,4,0,25,6,2,9,7,5,4
920,34,0,1,135,Research & Development,19,3,Medical,3,Female,46,High,2,Laboratory Technician,Medium,Divorced,4444,22534,4,No,13,High,3,2,15,2,4,11,8,5,10
921,28,0,1,791,Research & Development,1,4,Medical,4,Male,44,High,1,Laboratory Technician,High,Single,2154,6842,0,Yes,11,High,3,0,5,2,2,4,2,0,2
922,44,0,0,1199,Research & Development,4,2,Life Sciences,3,Male,92,Very High,5,Manager,Low,Divorced,19190,17477,1,No,14,High,4,2,26,4,2,25,9,14,13
923,34,0,1,648,Human Resources,11,3,Life Sciences,3,Male,56,Medium,2,Human Resources,Medium,Married,4490,21833,4,No,11,High,4,2,14,5,4,10,9,1,8
924,35,0,0,735,Research & Development,6,1,Life Sciences,3,Male,66,High,1,Research Scientist,High,Married,3506,6020,0,Yes,14,High,4,0,4,3,3,3,2,2,2
925,42,0,0,603,Research & Development,7,4,Medical,2,Female,78,Very High,2,Research Scientist,Medium,Married,2372,5628,6,Yes,16,High,4,0,18,2,3,1,0,0,0
926,43,0,0,531,Sales,4,4,Marketing,4,Female,56,Medium,3,Sales Executive,Very High,Single,10231,20364,3,No,14,High,4,0,23,3,4,21,7,15,17
927,36,0,0,429,Research & Development,2,4,Life Sciences,3,Female,53,High,2,Manufacturing Director,Medium,Single,5410,2323,9,Yes,11,High,4,0,18,2,3,16,14,5,12
928,44,1,0,621,Research & Development,15,3,Medical,1,Female,73,High,3,Healthcare Representative,Very High,Married,7978,14075,1,No,11,High,4,1,10,2,3,10,7,0,5
929,28,0,1,193,Research & Development,2,3,Life Sciences,4,Male,52,Medium,1,Laboratory Technician,Very High,Married,3867,14222,1,Yes,12,High,2,1,2,2,3,2,2,2,2
930,51,0,1,968,Research & Development,6,2,Medical,2,Female,40,Medium,1,Laboratory Technician,High,Single,2838,4257,0,No,14,High,2,0,8,6,2,7,0,7,7
931,30,0,Non-Travel,879,Research & Development,9,2,Medical,3,Female,72,High,2,Manufacturing Director,High,Single,4695,12858,7,Yes,18,High,3,0,10,3,3,8,4,1,7
932,29,1,0,806,Research & Development,7,3,Technical Degree,2,Female,39,High,1,Laboratory Technician,High,Divorced,3339,17285,3,Yes,13,High,1,2,10,2,3,7,7,7,7
933,28,0,0,640,Research & Development,1,3,Technical Degree,4,Male,84,High,1,Research Scientist,Low,Single,2080,4732,2,No,11,High,2,0,5,2,2,3,2,1,2
934,25,0,0,266,Research & Development,1,3,Medical,4,Female,40,High,1,Research Scientist,Medium,Single,2096,18830,1,No,18,High,4,0,2,3,2,2,2,2,1
935,32,0,0,604,Sales,8,3,Medical,3,Male,56,Very High,2,Sales Executive,Very High,Married,6209,11693,1,No,15,High,3,2,10,4,4,10,7,0,8
